Date,Content,label
2019-04-18,"기업공시 [4월 17일] 0 [e공시 눈에 띄네]코스피-17일 0 코스피  2240선서 보합권 출발…외국인 '사자' 코스피 기관 '팔자'에 하락 전환…2240선 위태 0 코스피 상승 출발 후 혼조세…2 240대 등락(종합) 신한금융그룹 복합금융모델 신한PWM 수탁 총자산 20조 돌파 0 연 2.99% 자금으로 수익률 높이려면 ""로봇 시장 육성 수혜주 찾아라"" 0 신한카드  신용카드 기반 송금 서비스 국내 최초 오픈 신한지주  목표가 5만5000원 유지...전일종가 4만5550원 -키움證 [퀵리포트] 신한지주  ""매수"" 유지..목표가 5만5000원 유지-키움證 코스피 상승 출발 후 하락 전환…장중 2 240선 내줘(종합2보) 김성주 ""국민연금 2년2개월 수익 62조"" vs ""선진국 연기금보다 낮아"" 0 `직장인 2명중 1명` 40대 소득 급감 경험…""대비책은 없어"" 0 신한금융  스마트 프로젝트 2단계…'사업부문 고도화' 방점 [신한금융투자 데일리] 0 신한은행  세금 가이드 발간…세제 변화 및 절세노하우 수록 신한카드  국내 첫 신용카드 기반 송금 서비스 선보여 검찰  ‘신한 3억원’ 전달 의혹 이백순 전 신한은행장 소환 조사중 코스피  1%대 하락해 2220선까지 밀려…외국인 '팔자' 전환 코스피 외인·기관 매도에 1%대 하락…2 210대 '뒷걸음'(종합) [코스피 마감]무역분쟁 전선 확대 우려에…2220선까지 '미끌' 0 코스피 외인·기관 매도에 1%대 하락…2 210대 '뒷걸음'(종합2보) 신한카드  청각장애인 초대해 배리어프리 영화제 개최 [법정으로 간 즉시연금]② 삼성생명 반전 가능...""자살보험금 판결보다 유리"" 0 (주)신한금융지주회사 기업설명회(IR) 개최(안내공시) 0 M&A 효과...'리딩뱅크' 지킨 신한 0 [마켓뷰] 미·중 기침 소리에 외인·기관 '팔자'...2210대로 후퇴 0 신한금투  WM자산 20조 돌파…증권·은행 결합 시너지 빛났다 저평가·고배당…은행株 찜한 외국인·기관 0 [법정으로 간 즉시연금]③ 결국 금감원 행정규제...법원판결 의미 있나 0 주식대차거래 잔고감소 상위종목(코스피시장) 0",2
2019-04-19,코스피  2210선서 상승 출발…개인 '사자' 코스피  사흘 만에 상승하며 장 초반 강보합… 코스닥 760선 도전 [IR일정] 신한지주  2019년 1분기 경영실적 발표(국내) 신한카드  美아마존 전용포털서 `한글 서비스` 자동지원 [신한금융투자 데일리] 0 금감원  신남방 금융협력 강화…금융사 현지진출 돕는다 신한금투 삼풍지점  연 3.5% 금리 주는 RP 특별 판매 [코스피 마감]사흘만에 반등…2210선서 강보합 마무리 0 코스피  사흘 만에 상승 마감… 코스닥 1% 이상 오르며 760선 회복 [마감시황] 코스피 외국인 매도에도 상승 마감 -1 [업앤다운] 은행주 하락…신한지주·KB금융↓ 0,2
2019-04-22,"메리츠증권 ""하나금융  롯데카드 인수 중장기 긍정적"" 코스피 상승 출발…장중 2 220선 회복(종합2보) 신한은행  장애인 고객 맞춤 모바일 서비스 시행 코스피 강보합 마감…2 210대 '게걸음'(종합) 코스피 강보합 마감…2 210대 '게걸음'(종합2보) [마켓뷰] 中 부동산 특별 조사 여파에 코스피 2210대 게걸음 0 카드사 렌탈업 허용  '신한·삼성' 표적 수혜...'빈익빈 부익부' 심화",1
2019-04-23,"신한은행  신금융 격전지 '금전신탁' 판정승…수탁액 코스피  장 초반 상승세 …외인 '사자'· 기관 '팔자'에 불안 [신한금융투자 데일리] 0 [책갈피] 박회계사의 재무제표 분석법 ⑧ 0 코스피 외인·개인 매수에 상승…2 220선 회복(종합) 코스피 외인·개인 매수에 상승…2 220선 회복(종합2보) 신한지주  목표가 6만원 유지...전일종가 4만4700원 -미래에셋대우 [퀵리포트] 신한지주  ""매수"" 유지..목표가 6만원 유지-미래에셋대우 [마켓뷰] 이슈 기근에 돼지열병 수혜주 찾는 투자자들 0",1
2019-04-24,"[핀테크  금융을 흔들다]①냉장고로 '송금하고' 은행 앱으로 '아이템 산다' [핀테크  금융을 흔들다]② 핀테크와 만난 금융...""오픈하고 공유해야 생존"" 코스피  외국인 매도에 혼조세 출발 버핏  ""방대한 독서량 [신한금융투자 데일리] 0 신한금융  기후변화 대응 최우수 기업으로 'CDP 명예의 전당' 입성 신한금융투자. `키움글로벌얼터너티브 펀드` 판매 나서 0",2
2019-04-25,"3월 금융채 발행 전월대비 32% ↑...주식발행 3033억원 0 [핀테크  금융을 흔들다]③ ""딩동! 3초 과속주행...보험료 OO 올라갑니다"" [핀테크  금융을 흔들다]④ “국민·하나·신한·우리은행 중 한곳 사라질 수 있다” 코스피  외인·기관 동반 매도에 이틀째 하락세 코스피  외인·기관 매도에 2190선으로 밀려 코스피 '성장률 쇼크'에 하락 출발…2 190대 '뒷걸음'(종합2보) 신한은행  3040 위한 ‘퇴근 후 100분’ 은퇴세미나 개최 신한은행  상반기 신입 350명...올해 1천명 채용한다 신한은행  '창의융합형 인재' 확보 나선다...올해 1000명 채용 [책갈피] 투자의 가치 ① 0 신한은행 올해 1000명 채용키로…상반기 350명 신한은행  `퇴근 후 100분` 개최 (주)신한금융지주회사 연결재무제표기준영업(잠정)실적(공정공시)(자회사의 주요경영사항) 0 (주)신한금융지주회사 연결재무제표기준영업(잠정)실적(공정공시)(자회사의 주요경영사항) 0 (주)신한금융지주회사 연결재무제표기준영업(잠정)실적(공정공시) 0 신한지주  올해 1Q 연결 영업익 1조3103억...전년비 11.4%↑ [컨센부합] 신한지주  올해 1Q 연결 영업익 1조3103억..컨센비 4.6%↑ 신한금융  1분기 순익 9184억원…리딩뱅크 수성 코스피 '성장률 쇼크'에 하락…약 3주 만에 2 200선 내줘(종합) 신한지주 1분기 순이익 9 184억원 신한지주  1분기 영업익 1.3조원..전년비 11.44% 늘어 신한지주  1분기 순이익 9184억 기록 신한은행  올해 1천명 신입행원 채용 신한금융 1분기 순이익 9184억원…4대 금융지주 중 1등 자리 굳혀 0 코스피 '성장률 쇼크'에 하락…약 3주만에 2 200선 내줘(종합2보) 신한지주  1분기 영업익 1조3103억…전년비 11.4%↑ 신한금융 1Q 당기순익 9184억원…전기比 7.1%↑ 0 신한금융  1분기 순이익 9184억…전년비 7.1%↑ 신한지주  2019년 1분기 경영실적 발표(국내) 신한금융  1분기 순이익 9184억원…전년동기比 7.1%↑ 신한금융  1분기 당기순이익 9184억원...KB 따돌리고 리딩뱅크 '수성' 신한금융  4대지주 중 순익 1위…우리금융은 '하나' 밀어내고 3위 SK이노 3천억 흑자 전환…우리금융 `분기 최대실적` 3 카드빚 연체 속출…금융권 곳곳 부실 조짐 0 신한지주  올 1분기 순익 9184억원…전년동기比 7.1%↑",1
2019-04-26,"[핀테크  금융을 흔들다]⑤ “근면성실 은행원 끝나”…신입 절반 IT전공 [핀테크  금융을 흔들다]⑥ 은행이 만드는 4차산업 생태계 신한지주, 오렌지라이프 편입에 1분기 순이익 양호-한투 0 [e공시 눈에 띄네]코스피-25일 0 [퀵리포트] 신한지주  ""매수"" 유지..목표가 5만1800원 유지-DB금투 [퀵리포트] 신한지주  ""매수"" 유지..목표가 5만3000원 유지-한투證 신한지주  목표가 5만1800원 유지...전일종가 4만4450원 -DB금투 신한지주  목표가 5만3000원 유지...전일종가 4만4450원 -한투證 신한지주  목표가 5만3000원 유지...전일종가 4만4450원 -삼성證 신한지주  목표가 6만원 유지...전일종가 4만4450원 -현대차證 [퀵리포트] 신한지주  ""매수"" 유지..목표가 6만원 유지-현대차證 신한지주  목표가 5만8000원 유지...전일종가 4만4450원 -SK證 [퀵리포트] 신한지주  ""매수"" 유지..목표가 5만8000원 유지-SK證 [퀵리포트] 신한지주  ""매수"" 유지..목표가 5만3000원 유지-삼성證 신한지주  목표가 5만6000원 유지...전일종가 4만4450원 -유진證 [퀵리포트] 신한지주  ""매수"" 유지..목표가 5만6000원 유지-유진證 신한지주  목표가 5만5000원 유지...전일종가 4만4450원 -KB證 신한지주  목표가 5%↑ 5만8000원 제시-키움證 [퀵리포트] 신한지주  ""매수"" 유지..목표가 5%↑ 5만8000원-키움證 [책갈피] 박회계사의 재무제표 분석법 ⑩ 0 신한지주  목표가 12%↑ 5만6000원 제시-메리츠證 신한지주  목표가 5만2000원 유지...전일종가 4만4450원 -케이프證 신한지주  목표가 6만원 유지...전일종가 4만4450원 -미래에셋대우 [퀵리포트] 신한지주  ""매수"" 유지..목표가 12%↑ 5만6000원-메리츠證 [퀵리포트] 신한지주  ""매수"" 유지..목표가 5만2000원 유지-케이프證 [퀵리포트] 신한지주  ""매수"" 유지..목표가 6만원 유지-미래에셋대우 [Hot-Line] ""신한지주  주가 빼고 다 양호해"" 신한지주  2분기 최대실적 전망-유진투자 신한은행  올해 1000명 채용…상반기 350명 '내달 12일까지 접수' 신한금융 '리딩금융' 지켰다…1분기 순익 9184억 '전년比 7%↑' 0 코스피 외인·기관 매도에 하락 출발…장중 2 170대 후퇴(종합2보) 신한지주  목표가 5만7000원 유지...전일종가 4만4450원 -하나금투 [퀵리포트] 신한지주  ""매수"" 유지..목표가 5만7000원 유지-하나금투 신한은행  무역보험공사와 수출신용보증 활성화 업무협약 신한은행  무역보험공사와 수출기업 지원 확대 위해 손잡아 신한은행 ""쏠(SOL) X 챌린저스  목표달성 시 상금이 쏠(SOL) 쏠(SOL)"" 보험대리점 허용해달라더니…별 움직임 없는 은행지주사 0 코스피 사흘째 미끄럼에 2 180선 내줘…코스닥 1%대 하락(종합) 코스피 사흘째 미끄럼에 2 180선 내줘…코스닥 1%대 하락(종합2보) 기업대출  신한 '공격영업' vs KB '속도조절' 신한금융투자  그림파일 속 악성코드 차단하는 특허 공유 협약 맺어 [빡쎈뉴스]4대금융사 2분기 본격 경쟁…승부처는? 0",2
2019-04-29,"[단독] 신한금투 내달 10일 증자 결의…초대형IB 본격화 0 신한금투  초대형 IB 도약작업 착수…유상증자 추진 신한은행  ‘오픈 API 마켓’ 리뉴얼 은행권 '별들의 전쟁' 지속…""BTS 마케팅이 모범 사례"" 0 보험사  작년에도 금융권내 '민원 최다' 신한카드  중소가맹점주와 `상생` 발벗고 나서 신한은행  파이오니어(PIONEER) 고객 자문단 발대식 개최 KB금융  혁신성장 앞장…""500개 벤처 키운다"" 신한은행 `오픈 API 마켓` 리뉴얼 0 [마켓뷰] 유로강세가 살린 투자심리…코스피 2200선 회복 0 신한금투  금융상품알리미 서비스 신규 가입자 대상 이벤트 나서",1
2019-04-30,"코스피  기업 실적우려에 약보합 출발 진옥동 신한은행장 ""고객의 진정한 동반자"" 0 진옥동 신한은행장  올해 상반기 현장 경영 마무리 코스피  하루 만에 하락 전환…코스닥은 또 750선 무너져 신한카드 ""워라밸 롱보드 대축제에 놀러오세요"" 0 진옥동 신한은행장  대구경북 중소·중견 기업고객과 소통 나서 코스피  낙폭 줄이며 2200선 회복…삼성전자 '보합' 진옥동 신한은행장  29일 대구·경북서 상반기 현장경영 마무리 코스피  차익 실현 매물에 2200선 '하락' 코스피 반등 하루 만에 하락…2 200선은 지켜(종합) 코스피 반등 하루 만에 하락…2 200선은 지켜(종합2보) (주)신한금융지주회사 유상증자 또는 주식관련사채 등의 발행결과(자율공시) 0 최종구 ""車 등 주력산업에 올해 4조 우선 투입"" 0",2
2019-05-02,"코스피  장중 2200선 붕괴…""Fed 코스피 하락 출발…장중 2 200선 내줘(종합) 코스피  2200선 내주며 5월 개장… 코스닥은 강보합 [오전시황] 코스피 2 200선 전후 등락 파월 매파적 발언에도 한국 증시는 상승세 0 신한은행  재산세 간편 조회 서비스 시작 신한은행  `우리집 재산세 간편조회` 시행 코스피 하락 출발 후 상승 전환…2 200대 강세(종합2보) '주인공' 빠진 혁신금융…225조 풀고도 금융산업은 '뒷전' 0 신한카드 ""우리집 보안은 이제 올댓쇼핑을 통해 지키세요"" 0 신한금융투자 유상증자 초읽기…초대형IB 업계 판도 변하나 0 연 2.99% 최저금리에 100% 집중투자 가능한 야호스탁론 즉시 대출 0 소액 연금저축 간단히 해지하고, 환급금 돌려받으세요~ 0 [오후1시주식시장은] 코스피  외국인 매수에 상승세 [모아보기] 신한지주  엘리먼트 AI사와 업무협약 체결 外 코스피  상승폭 유지…기관도 순매수 전환 신한금융  인공지능 전문기업 '엘리먼트 AI'와 업무협약 신한금융  캐나다 '엘리먼트 AI'와 업무협약 체결 신한금융투자  `플랜yes 해외주식 적립식 서비스` 실시 코스피  美 금리인하 기대 차단에도 2200선 '유지'…코스닥은 760선 탈환 코스피 외인 매수에 상승 마감…2 210선 회복(종합) (주)신한금융지주회사 지주회사의 자회사 편입 0 코스피  외인·기관 순매수에 2210선 마감… 코스닥 3일 연속 상승하며 760선 회복 신한지주  아시아신탁 자회사 편입 [마감 시황] 코스피  외국인 매수세에 2 코스피  외인 매수에 상승 마감…2 신한지주  아시아신탁 자회사로 편입 신한지주  아시아신탁 자회사 편입 신한지주  아시아신탁 자회사 편입…지분 60% 인수 [코스피 마감]하루만에 상승…환율 진정에 외국인·기관 쌍끌이 0 신한지주  아시아신탁 자회사 편입 (주)신한금융지주회사 해외증권거래소등에신고한사업보고서등의국내신고 0 신한금융  아시아신탁 15번째 자회사로 편입…지분 60% 인수 신한금융 15번째 자회사로 아시아신탁 편입 0 [마켓뷰] 환율 진정에 코스피 현선물 쇼핑한 외국인 0 [유가증권시장 공시] 신한지주 / 현대중공업지주 / 효성중공업 0 소비자 편익 확대 중요 공감 나눈 금융위원장과 금융사 CEO들 0 장 마감 후 기업공시 [5월 2일] 0 2일 장 마감 후 주요 종목 뉴스 0",1
2019-05-03,[재송]2일 장 마감 후 주요 종목 뉴스 0 기업공시[5월 2일] 0 [코스피·코스닥 전 거래일(2일) 주요공시] 0 신한은행  외화대출금 10조원 돌파 눈앞… 글로벌 사업 '청신호' 주식의 가치를 꿰뚫다... ‘투자 대가들의 가치평가 활용법’ 화제 0 코스피 하락 출발…2 210선 전후 등락(종합) 신한銀  프로야구 구단 성적따라 최고 연3% 예금 1조원 판매 신한은행  MY CAR 프로야구 정기예금 1조원 추가 판매 신한은행  'MY CAR 프로야구 정기예금' 조기 완판...1조원 추가 판매 [신한금융투자 데일리] 0 코스피 기관 매도에 하락…다시 2 190대로 '뒷걸음'(종합) 코스피 기관 매도에 하락…다시 2 190대로 '뒷걸음'(종합2보) 코스피  환율 급등에 '깜짝'…2200선 아래로 [코스피 마감]환율급등·유가급락에 투심 위축…2200선 이탈 0 신한금융투자  `이 맛에 파생한다. 이.맛.파` 이벤트 열어,1
2019-05-07,"신한생명  보험금지급능력평가 최고등급 ‘AAA’ 획득… “12년 연속” [오전시황] 코스피 하락 출발해 2 170선 아래로 미·중 무역협상 결렬 우려에 韓증시 1% 이상 하락세 0 불확실성 커진 미중 무역협상…증시 1%대 하락 출발 0 금융당국 IFRS9 확대  은행들 '과잉 전세대출' 축소 나선다 메디포럼  내년 코스닥 상장 추진…""천연물 신약 치매치료제 임상3상 '속도'"" 【단독】커지는 경기둔화 우려에..실적주 LIST 확인 0 [빡쎈뉴스] 신한금융투자  유상증자로 KB증권 발행어음사업 추격 준비 신한금융투자  어린이날 우수가입자 대상 프로축구 경기 관람 행사 열어 윤석헌 금감원장의 소통…금융지주 회장들과 조찬 0 미·중 무역분쟁 재점화…국내 증시 출렁 '2170선 후퇴' 0 [코스피 마감]쌓인 악재에 몸살…2180선 붕괴 0 코스피  미국발 악재에 2 코스피  미국발 악재에 2 [마감] 코스피  트럼프 관세 인상 압박에도 선방…0.88%↓ [마켓뷰] 미·중 무역갈등 재점화에 발목 잡힌 韓증시 0 진옥동 신한은행장의 특명…""부행장들 해외 나가 배워라"" 0",1
2019-05-08,"신한카드  대손충당금 전입액 급증… ""보수적인 운용전략 때문"" 4대 은행  '친환경' 강조하며 '석탄금융' 늘렸다 코스피  2150대까지 밀려…2거래일 연속 장중 1%대 하락 코스피  미국 관세발효 현실화 우려에 하락 출발 신한카드  사내벤처 올댓웨딩 직원 3명에 배당금 지급 [신한금융투자 데일리] 0 신한은행 '바로이체' 서비스 출시…""클릭 한번에 OK"" 0 내일의 이슈&섹터 스케줄 0 코스피  외국인 매수세 유입…낙폭 줄이며 2160선 회복 코스피 2 160대 '뒷걸음'…코스닥 1%대 하락(종합) 미·중 무역분쟁 불안감…코스피 2160선으로 후퇴 0 신한카드 사내벤처 1기 직원  6억원대 영업수익으로 배당금 받아 글로벌 증시 하방 압력 속 선방한 코스피…""무역협상 결과에 쏠리는 눈""(종합) 0 코스피 美中갈등에 2 160대 '뒷걸음'…코스닥 1%대 하락(종합2보)",2
2019-05-09,"코스피  미국 대 중국 관세발효 우려에 하락 출발 [오전시황] 미중 무역협상 긴장 고조 속 외국인·기관 매도에 코스피 하락 -1 대세는 가치투자  가치투자로 높은 수익 거둔 비결은? 은행들 외국인 고객 ‘500만명’ 첫 돌파 0 코스피  美·中 무역협상 불확실성에 1%대 하락 [오후1시 주식시장은] 외국인·기관 매도 증가에 지수 하락폭 커져 -1 신한금융투자  우수 투자자 대상 세무신고 대행서비스 나서 2000선 코앞까지 주저앉은 코스피  3%대 폭락…2102.01 마감 우리·신한은행  '리플' 기반 해외송금 플랫폼 연내 도입 어려울듯 코스피 미중 무역전쟁 공포에 3% 급락…2 100선 '털썩'(종합) [마감 시황] 미중 무역협상 결렬 불안감 속 외국인·기관 동반 매도에 급락 -1 코스피 미중 무역전쟁 공포에 3% 급락…2 100선 '털썩'(종합2보) 가시밭길 韓 증시…코스피 3%대 폭락  코스닥도 720선 '곤두박질'(종합) 신한은행 ""비싼 시스템보다 데이터 쓰는 문화가 중요"" 0 법인 자산 불려드려요…은행 신WM경쟁 0",2
2019-05-10,"신한금융투자 초대형IB '초읽기'... 유상증자안 10일 이사회 상정 0 코스피  美·中 무역협상 타결 기대감에 상승 출발 코스피  미중 무역협상 결과 앞두고 '상승' 반발 매수세에 코스피 상승 출발…장중 2 120선 회복(종합) '가족 출동'했던 세대원 심사…신한은행 ""모바일로 OK"" 0 코스피  개인 '사자'에 닷새만에 상승 반발 매수세에 코스피 상승 출발…장중 2 120선 회복(종합2보) 고르는 종목마다 오른다! 인공지능 센세이션 일으켜… 0 특정국가 외화 유동성자산 상한선 둔다…금감원  은행 LCR 손질 코스피  美·中 관세 신경전에 약보합..장중 2100선 붕괴 신한은행  인도네시아 온라인 해외송금 서비스 출시 코스피  2100선에서 등락 반복…삼성전자 신한은행 `세대원 주택 보유 확인 모바일 동의 서비스` 시행 0 신한금융지주  신한금융투자에 6600억 증자 결정 신한지주  신한금융투자에 6660억원 출자 신한지주  신한금융투자에 6600억 출자 결정…""초대형 IB 육성"" (주)신한금융지주회사 타법인주식및출자증권취득결정(자율공시) 0 신한금융투자 6600억 출자 받는다…'초대형IB' 도약 발판 0 신한금투  6600억 증자 6번째 초대형IB로…""연내 발행어음 인가 기대"" 신한지주  자회사 신한금투에 6600억원 증자 결정 美 관세인상에도 코스피 닷새 만에 상승…2 100선 지켜(종합) [코스피 마감]무역협상 불확실성에도 협상지속 전망에 반등 0 신한금투 초대형 IB로…신한지주 6600억원 증자 0 美 관세인상에도 코스피 닷새 만에 상승…2 100선 지켜(종합2보) 신한금융투자  6000억원대 출자 받는다…'초대형 IB' 도약 (주)신한금융지주회사 상각형 조건부자본증권 발행결정 0 (주)신한금융지주회사 상각형 조건부자본증권 발행결정 0 (주)신한금융지주회사 자기주식취득 신탁계약 체결 결정 1 초대형IB 시동건 신한금투...'빅5' 선두주자에 도전장 0 6600억 실탄조달 신한금투  발행어음 통해 기업금융 확대 덩치 키워야 산다..증권사 '錢의 전쟁' 0 [저녁에읽고가자] 신한지주  신한금융투자에 6600억원 출자 外",1
2019-05-13,개장전★주요이슈 점검 0 [은행 리스크 관리 잰걸음-①] '경기둔화' 현실화에...중소기업 대출 꼼꼼체크 0 코스피  기관·외국인 동반 팔자...장초반 2100선 뚫려 불안감 여전한 주식시장…코스피 2100선 또 깨져 0 [특징주]신한지주  `신금투 초대형IB` 띄웠으나 주가 `미지근` 코스피 하락 출발…장중 2 100선 다시 내줘(종합2보) 신한금융투자  연금리 3% 적용되는 달러RP 특판 나서 신한카드  `빈센트 반 고흐를 만나다` 체험전 15% 할인 서비스 하나금융  7개 계열사 'IT 전분야' 점검...금감원 'IT감시 강화' 압박 코스피  기관 매도세에 하락…원·달러 환율 1180원 돌파 수천억 쏟아내는 기관·외국인…코스피 2080도 붕괴 0 [마감시황] 코스피 2 080선도 내줘..1.38%↓ 코스피  G2발 불안에 2 라임자산  718억원에 한국자산평가 인수.. 경영참여형 PEF 첫 딜 [코스피 마감]무역분쟁 우려 재점화…넉달만에 2070선 회귀 0 코스피  G2발 불안에 2 (주)신한금융지주회사 기업설명회(IR) 개최(안내공시) 0 카드사  잠재부실률 1년새 0.7%p 올랐다,1
2019-05-14,"1분기 은행 이자이익 10.1조…4분기 연속 10조대 유지 0 신한금융  'GIB 성공 한신평 ""신한금융투자  유증만으로 신용도 올리긴 어려워…영업확대엔 긍정적"" 신한생명  '진심을품은종신보험' 출시 [IR일정] 신한지주  Samsung Global Investors Conference 2019 참가(국내) 신한은행  모바일부터 인터넷까지 한 번에 통하는 뱅킹 '쏠 패스' 선봬 [책갈피] 투자의 가치 ⑥ 0 덩치 키운 신한지주…시총 6위로 성큼 0 [마켓인]신한금투  자본확충·초대형IB 도약 신용도에 `긍정적` 신한금융투자 천안불당지점  연금리 3.5% 특판RP 판매 이벤트 나서 신한은행  `쏠(SOL)패스` 서비스 시행 인터넷뱅킹, 스마트폰 하나로…신한은행 '쏠 패스' 출시 0 [코스피 마감]무역협상 ‘불씨’ 아직 살았나…하루만에 반등 0 코스피 소폭 올라 2 080선 회복…코스닥은 엿새 만에 상승(종합) 코스피 소폭 올라 2 080선 회복…코스닥은 엿새 만에 상승(종합2보) 결제 서두르는 '기업'...예금 엿보는 '개인' 0 '급락→혼조→상승'…한치 앞 내다보기 힘든 증시 0 증시요약(1) - 코스피 마감시황 0",2
2019-05-15,"신한은행  1분기 SOHO 대출 시장서 '선전'… 연체율 관리 과제 코스피  트럼프 협상 기대에도 약보합…개인만 '사자' [오전시황] 외국인·기관 매도 속 등락 엇갈리는 혼조세 -1 코스피 장중 2 080대 등락…코스닥은 720선 회복(종합2보) 신한은행  `글로벌주식 More 외화예금` 신규 이벤트 신한카드  디지털 신용평가로 글로벌시장 공략 본격화 IP회수기구 설립 본격화…은행들 IP담보대출 활성화 탄력 0 신한금융투자  하반기 금융시장·산업 전망 다룬 `금융시장 포럼` 개최 코스피 2100 근접·코스닥 2%↑ 0 코스피 2 090대 회복…코스닥은 2.7% 상승(종합) 코스피 2 090대 회복…코스닥은 2.7% 상승(종합2보) [종목족보] 1분기 매출 영업익 [종목족보] 1분기 매출액  영업이익 증가율 20選 금융위  삼성 이건희 회장 차명계좌에 과징금 12억 부과 살까, 팔까 눈치보던 증시  상승 마감…코스닥 2.7%↑ 카드상품 수익성 기준  대형 vs 중소형사 '이견' 금융위  이건희 차명계좌 과징금 12.4억원 증권사 4곳 부과…""신금투 법적제재 여부 검토 필요"" `M&A 홈런` 친 기업들…실적증가 눈에띄네 0 [시그널] 신한금융투자  베트남 다낭 하얏트 호텔 인수한다 [수급이 보인다!] ""악화된 수급 여건 속 기관 매매 집중"" 0",1
2019-05-16,[오전시황] 코스피 상승 출발했지만...등락 거듭하며 혼조세 0 코스피·코스닥  외인·기관 동반 매도에 혼조세 상승 출발한 코스피·코스닥 일제히 하락 전환 0 신한지주  Samsung Global Investors Conference 2019 참가(국내) [19.1Q 실적집계] 영업이익 상위 50선…투자지표는? - 거래소 0 [마감시황] 외국인 매도에...코스피 하락 마감 -1 외국인 고객 잡아라…은행들의 '이유있는' 구애 0 신한은행  필리핀 은퇴청과 파트너십 강화...은퇴비자 신청 활성화 기대 (주)신한금융지주회사 기업설명회(IR) 개최(안내공시) 0 신한 금융시장 포럼  하반기 주요 산업 전망 및 투자전략 제시,2
2019-05-17,"신한지주(055550)  은행주 혼조 출발  신한지주 +0.22% 개인+외국인 산다 코스닥 1.2%↑…코스피도 상승 출발 0 한국신용데이터 ""자금조달 누적액 100억원"" 0 [업계동향] 신한지주 GIB 사업부문  한국과학기술지주와 헙무협약 체결 거래소  베트남 우량기업 상장 유치 위한 로드쇼 개최 '은행업 PBR 0.4배'…주가 부진에 속 태우는 금융지주 0 [신한금융투자 데일리] 0 [1분기 실적] 코스피  '매출·이익' 적신호.. 개별 영업익 42%↓ 삼성전자  포브스 기업 랭킹 13위..中 기업 선전 '뚜렷' [IR일정] 신한지주  도이치증권 dbAccess Asia Conference 2019 참가(싱가포르) [NH투자증권 50년②] 자금력과 인력 등 IB강자로 '우뚝 ' 0 신한금융  한국과학기술지주와 손잡고 혁신기업 발굴·투자 속도 낸다 신한은행  한컴그룹과 업무협약 체결 외인 매도·환율 급등…코스피 2060선 아래로 '털썩' -1 신한은행  한컴그룹과 디지털 신사업 협업",1
2019-05-20,"코스피  장초반 상승세…외인 8거래일만에 '사자' 신한지주(055550)  소폭 상승세 +1.67% 0 외인 '사자'에 코스피 3거래일만에 상승세…2070선서 등락 0 코스피 외인·기관 매수에 상승…장중 2 070선 회복(종합) 최저점 통과 했나? 지금 사지 않으면 땅치고 후회할 종목은? 0 [빡쎈뉴스]신한은행  ‘체험형 금융교육’으로 미래 인재 육성 코스피 외인·기관 매수에 상승…장중 2 070선 회복(종합2보) 신한은행  적도원칙 프로세스 구축키로 신한은행  환경훼손·인권침해 프로젝트에 자금지원 안한다 신한은행  시중은행 최초로 적도원칙 프로세스 구축....사회적 책임 '강화' 신한지주(055550)  +2.22%  KB금융 +2.19% 신한은행 ""환경파괴 프로젝트에 자금 지원 안한다"" 0 [신한금융투자 데일리] 0 [원화유감(遺憾)]<중> 외환개입 못한다고? 한은 ""달러매도는 부담 없다"" 0 '비은행' 강조 금융지주…상반기 주가흐름 '지지부진' 0 은행권 '금리3% 정기예금·커버드본드' 확대...대출규제 파장 0 신용보증기금  외담대 전용 매출채권보험 출시 금감원  시중은행 주먹구구식 대출금리 '경고조치'...왜? 코스피 2 050대 약보합…외국인 8거래일 연속 '팔자'(종합) 외국인 변심에 막판 반락한 코스피…사흘째 하락 0 코스피 2 050대 약보합…외국인 8거래일 연속 '팔자'(종합2보) 외국인·기관은 지금…'삼전' 팔고 '방어주' 산다 0 [마켓뷰] 8거래일째 코스피 외면한 외국인 0",1
2019-05-21,지금은 실적주 매집의 시간  어떤 종목 골라야 하나 '한·아시아 금융협력센터' 내년 설립…금융사·中企 지원 0 코스피 상승 출발 뒤 혼조세…2 050대 등락(종합) 코스피  보합권 혼조 출발…미중 갈등으로 투심 혼란 코스피  외인 사자에 2060선 탈환 [오전 시황] 코스피·코스닥 장 초반 소폭 상승세 0 신한지주  도이치증권 dbAccess Asia Conference 2019 참가(싱가포르) 코스피 외인 매수 전환에 장중 2 060선 회복(종합2보) [신한금융투자 데일리] 0 정부 보증 청년 대상 전·월세 대출 상품 추가된다 0 [단독] 금융권  화웨이 장비 도입 포기.. '화웨이 퇴출' 확산될 듯 신용/미수 대환은 연 2.89% 최저금리 골드스탁론으로 즉시 해결 0 [오후1시 주식시장은] 돌아온 외국인 매수세에 코스피 상승세 1 코스피 2 060선 회복…외국인 9거래일 만에 '사자'(종합) 코스피 기관 순매수 도 상위20종목 [마감시황] 코스피  돌아온 외국인 매수세에 4거래일 만에 상승 코스피 2 060선 회복…외국인 9거래일 만에 '사자'(종합2보) 코스피  9거래일만 외국인 매수세 유입…2061.25 상승 마감 [단독] 하나금융  계열사 퇴직연금 '통합'...'신한금융 게 섰거라' (주)신한금융지주회사 (정정)유상증자 또는 주식관련사채 등의 발행결과(자율공시) 0 [코스피 마감]나흘 만에 반등…돌아온 외국인 `반갑다` 0,1
