Date,Title,Content,출처,구분,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
2019-10-11,에이치엘비(주) (정정)타법인 주식 및 출자증권 취득결정(종속회사의 주요경영사항),에이치엘비(주) (정정)타법인 주식 및 출자증권 취득결정(종속회사의 주요경영사항) 0,코스닥공시,수시공시,,,,
2019-10-11,에이치엘비,에이치엘비  자회사 엘리바와 합병,0,뉴스핌,Biz,,,
2019-10-11,[SEN]에이치엘비,[SEN]에이치엘비  美 Elevar와 합병계약 공식 체결,1,서울경제,증권,,,
2019-10-11,오늘 사면 내일 ‘상한가’ 줄기세포 新대장주!,오늘 사면 내일 ‘상한가’ 줄기세포 新대장주! 0,서울경제,증권,,,,
2019-10-11,에이치엘비,"에이치엘비  자회사 엘리바와 합병 계약…""리보세라닙 품었다""",0,머니투데이,주식,,,
2019-10-11,코스닥으로 눈돌린 외국인..바이오·장비·소재 '찜',코스닥으로 눈돌린 외국인..바이오·장비·소재 '찜' 0,서울경제,증권,,,,
2019-10-11,[표]10월 11일 시간외 상승 종목 및 최근 동향,[표]10월 11일 시간외 상승 종목 및 최근 동향 0,뉴스핌,금융,,,,
2019-10-11,에이치엘비,에이치엘비  엘리바와 합병계약 체결…리보세라닙 권리 확보,1,한경뉴스,증권,,,
2019-10-12,“주식카톡방 완전무료 선언” 파격결정,“주식카톡방 완전무료 선언” 파격결정 0,한경뉴스,증권,,,,
2019-10-13,반도체·바이오주 돌아왔지만…투자자 베팅 못하는 이유,반도체·바이오주 돌아왔지만…투자자 베팅 못하는 이유 0,머니투데이,증권-일반,,,,
2019-10-13,외국인,외국인  3주만에 순매수 전환…코스피 팔고 코스닥 사고,0,아시아경제,증권,,,
2019-10-14,외국인,외국인  에이치엘비·메지온·셀트리온 등 바이오株 러브콜,0,뉴스핌,금융,,,
2019-10-14,“영업이익 1300% 증가” 빛나는 실적株,“영업이익 1300% 증가” 빛나는 실적株 0,이데일리,경제/산업,,,,
2019-10-14,<코>에이치엘비,<코>에이치엘비  장중 신고가 돌파.. 125,400→128,100(▲2,700),0,서울경제,증권
2019-10-14,에이치엘비 급등,에이치엘비 급등  전일대비 16.56%↑...,0,뉴스핌,금융,,,
2019-10-14,에이치엘비(028300)  급등 출발 +17.56%,에이치엘비(028300)  급등 출발 +17.56% 0,인포스탁,코스닥종목,,,,
2019-10-14,[특징주]에이치엘비,[특징주]에이치엘비  엘리바와 합병 계약 소식에 급등,0,머니투데이,주식,,,
2019-10-14,[개장 시황] 코스닥 638.65.. 개인의 순매수에 상승 출발 (▲5.70,[개장 시황] 코스닥 638.65.. 개인의 순매수에 상승 출발 (▲5.70  +0.90%),0,서울경제,증권,,,
2019-10-14,코스닥,코스닥  미·중 무역합의에 1%대 상승..시총 상위 바이오株 강세,0,이데일리,경제/산업,,,
2019-10-14,[특징주]에이치엘비,[특징주]에이치엘비  엘리바와 합병 소식에 강세…시총 5조원 '눈앞',0,이데일리,경제/산업,,,
2019-10-14,코스닥 쇼핑 나선 외국인…바구니에 담는 종목은?,코스닥 쇼핑 나선 외국인…바구니에 담는 종목은? 0,이데일리,경제/산업,,,,
2019-10-14,코스피 1%대 상승 출발…장중 2,코스피 1%대 상승 출발…장중 2 070선 회복(종합),0,연합뉴스,경제,,,
2019-10-14,코스피·코스닥,코스피·코스닥  미·중 무역협상 진전에 불확실성 줄어들며 장 초반 상승 흐름,0,아시아경제,증권,,,
2019-10-14,<코>에이치엘비,<코>에이치엘비  전일 대비 11.31% 상승.. 일일회전율은 2.27% 기록,0,서울경제,증권,,,
2019-10-14,미중 스몰딜 소식에 국내 증시 상승세,미중 스몰딜 소식에 국내 증시 상승세 0,머니투데이,주식,,,,
2019-10-14,[오전 급등주 점검] 이연제약 13% 급등 외..재무 상태는?,[오전 급등주 점검] 이연제약 13% 급등 외..재무 상태는? 0,이데일리,경제/산업,,,,
2019-10-14,투자자금이 부족하다면?..’저금리의 스탁론이 정답’,투자자금이 부족하다면?..’저금리의 스탁론이 정답’ 0,이데일리,경제/산업,,,,
2019-10-14,제2의 에이프로젠제약은?,제2의 에이프로젠제약은? 0,서울경제,증권,,,,
2019-10-14,인기검색 20종목,인기검색 20종목 0,인포스탁,코스닥종목,,,,
2019-10-14,제 2의 코오롱생명과학은?,제 2의 코오롱생명과학은? 0,서울경제,증권,,,,
2019-10-14,'미중 1단계 무역합의'에 코스피 장중 2,'미중 1단계 무역합의'에 코스피 장중 2 070선 회복(종합2보),0,연합뉴스,경제,,,
2019-10-14,항간에 “에이치엘비” 넘어설 것으로 제기,항간에 “에이치엘비” 넘어설 것으로 제기 0,서울경제,증권,,,,
2019-10-14,제 2의 에이치엘비는?,제 2의 에이치엘비는? 0,서울경제,증권,,,,
2019-10-14,지금 투자자들 사이에서 HOT한 종목은?,지금 투자자들 사이에서 HOT한 종목은? 0,한경뉴스,증권,,,,
2019-10-14,美-中 무역 스몰딜 협상 소식에 코스닥 제약-바이오주 상승세,美-中 무역 스몰딜 협상 소식에 코스닥 제약-바이오주 상승세 0,인포스탁,코스닥종목,,,,
2019-10-14,바이오로 갑니다. 화요일 상한가 종목입니다 . 200만원만 준비하세요.,바이오로 갑니다. 화요일 상한가 종목입니다 . 200만원만 준비하세요. 0,인포스탁,코스닥종목,,,,
2019-10-14,1억원 이상 매도체결 상위 20 종목(코스닥),1억원 이상 매도체결 상위 20 종목(코스닥) 0,인포스탁,코스닥종목,,,,
2019-10-14,3달만에 주가 6배 에이치엘비,3달만에 주가 6배 에이치엘비  기대감 아직 남았나,0,머니투데이,주식,,,
2019-10-14,에이치엘비 -> 헬릭스미스 이어 다음 상한가 입니다,에이치엘비 -> 헬릭스미스 이어 다음 상한가 입니다 0,이데일리,경제/산업,,,,
2019-10-14,분명 말씀드렸습니다. 화요일 상한가입니다. 2.9조원 바이오 “이 종목 ” 200만원만 매수하세요.,분명 말씀드렸습니다. 화요일 상한가입니다. 2.9조원 바이오 “이 종목 ” 200만원만 매수하세요. 0,이데일리,경제/산업,,,,
2019-10-14,▶제 2의 코오롱생명과학은?,▶제 2의 코오롱생명과학은? 0,뉴스핌,금융,,,,
2019-10-14,▶제 2의 에이치엘비는?,▶제 2의 에이치엘비는? 0,뉴스핌,금융,,,,
2019-10-14,“에이프로젠제약” 에이치엘비 후속 가능성,“에이프로젠제약” 에이치엘비 후속 가능성 0,이데일리,경제/산업,,,,
2019-10-14,인기검색 20종목,인기검색 20종목 0,인포스탁,코스닥종목,,,,
2019-10-14,어제 사서 100% 터진 삼성도 투자한 미래산업+줄기세포치료제+자율주행 수혜 대장株 > 종목확인,어제 사서 100% 터진 삼성도 투자한 미래산업+줄기세포치료제+자율주행 수혜 대장株 > 종목확인 0,아시아경제,증권,,,,
2019-10-14,제 2의 코오롱생명과학은?,제 2의 코오롱생명과학은? 0,아시아경제,증권,,,,
2019-10-14,20조원 희귀 난치병시장,20조원 희귀 난치병시장  제 2의 에이치엘비생명과학은?,0,서울경제,증권,,,
2019-10-14,[topic] 하반기 주목되는 5G 관련 전기차 성장 기업 공개,[topic] 하반기 주목되는 5G 관련 전기차 성장 기업 공개 0,서울경제,증권,,,,
2019-10-14,▶“FDA 3상 + 판매허가” 동시 메가톤급 뉴스 기대! 3배 상승 관련 모멘텀 확보,▶“FDA 3상 + 판매허가” 동시 메가톤급 뉴스 기대! 3배 상승 관련 모멘텀 확보 0,이데일리,경제/산업,,,,
2019-10-14,1억원 이상 매수체결 상위 20 종목(코스닥),1억원 이상 매수체결 상위 20 종목(코스닥) 0,인포스탁,코스닥종목,,,,
2019-10-14,에이치엘비 주주분들 보세요,에이치엘비 주주분들 보세요 0,이데일리,경제/산업,,,,
2019-10-14,【推薦】 내일 급등유망종목 BEST 5,【推薦】 내일 급등유망종목 BEST 5 0,이데일리,경제/산업,,,,
2019-10-14,<코>서연전자,<코>서연전자  상한가 진입.. +30.00% ↑,0,서울경제,증권,,,
2019-10-14,제2의 펙사벡 + 삼성 투자수혜! 1,제2의 펙사벡 + 삼성 투자수혜! 1 700% 제2의 신라젠!,0,서울경제,증권,,,
2019-10-14,1억원 이상 매도체결 상위 20 종목(코스닥),1억원 이상 매도체결 상위 20 종목(코스닥) 0,인포스탁,코스닥종목,,,,
2019-10-14,바닥입니다. 그냥 매수하세요! 기관 15일째 매수!,바닥입니다. 그냥 매수하세요! 기관 15일째 매수! 0,이데일리,경제/산업,,,,
2019-10-14,세계 최초 신약! “ 300% “ 에이치엘비 능가한다! 단돈 3천원대 바이오 종목 !,세계 최초 신약! “ 300% “ 에이치엘비 능가한다! 단돈 3천원대 바이오 종목 ! 0,이데일리,경제/산업,,,,
2019-10-14,‘삼성 4대 미래사업 + 바이오’ 극비 재료주! 딱 3시간만 공개!,‘삼성 4대 미래사업 + 바이오’ 극비 재료주! 딱 3시간만 공개! 0,서울경제,증권,,,,
2019-10-14,【捕捉】 내일 급등 유망 1등 종목,【捕捉】 내일 급등 유망 1등 종목 0,이데일리,경제/산업,,,,
2019-10-14,제2의 에이치엘비는?,제2의 에이치엘비는? 0,이데일리,경제/산업,,,,
2019-10-14,【완전 유료】 100% 유료 카톡방 오픈! 이제 돈내고 고급정보로 수익내는 투자하세요,【완전 유료】 100% 유료 카톡방 오픈! 이제 돈내고 고급정보로 수익내는 투자하세요 0,이데일리,경제/산업,,,,
2019-10-14,세계 최초 신약! “ 300% “ 셀트리온 능가한다! 단돈 3천원대 바이오 종목 !,세계 최초 신약! “ 300% “ 셀트리온 능가한다! 단돈 3천원대 바이오 종목 ! 0,이데일리,경제/산업,,,,
2019-10-14,오늘의 인기검색 20종목,오늘의 인기검색 20종목 0,인포스탁,코스닥종목,,,,
2019-10-14,[표]10월 14일 52주 신고가 종목 및 최근 동향,[표]10월 14일 52주 신고가 종목 및 최근 동향 0,뉴스핌,금융,,,,
2019-10-14,[탐나는 키워드] 이재우의 오늘 장 관심주 : 에이디테크놀로지(200710),[탐나는 키워드] 이재우의 오늘 장 관심주 : 에이디테크놀로지(200710) 0,머니투데이,주식,,,,
2019-10-14,[코스닥 마감]사흘만에 1%대 상승..시총상위株 강세,[코스닥 마감]사흘만에 1%대 상승..시총상위株 강세 0,이데일리,경제/산업,,,,
2019-10-14,제2의 펙사벡 + 삼성 투자수혜! 1,제2의 펙사벡 + 삼성 투자수혜! 1 700% 제2의 신라젠!,0,이데일리,경제/산업,,,
2019-10-14,G2무역합의에 코스피 2,G2무역합의에 코스피 2 060대 회복…코스닥도 1%대 상승(종합),0,연합뉴스,경제,,,
2019-10-14,[더머니스탁론/연 3.9%] DSR이후 아직도 소득증빙 없이 3배가 가능하다고? 더머니에서는 가능!,[더머니스탁론/연 3.9%] DSR이후 아직도 소득증빙 없이 3배가 가능하다고? 더머니에서는 가능! 0,이데일리,경제/산업,,,,
2019-10-14,G2무역합의에 코스피 2,G2무역합의에 코스피 2 060대 회복…코스닥도 1%대 상승(종합2보),0,연합뉴스,경제,,,
2019-10-14,세계 최초 신약! “ 300% “ 에이치엘비 능가한다! 단돈 3천원대 바이오 종목 !,세계 최초 신약! “ 300% “ 에이치엘비 능가한다! 단돈 3천원대 바이오 종목 ! 0,서울경제,증권,,,,
2019-10-14,[1014 마감체크] 파국을 막기 위한 ‘휴전’에 환호,[1014 마감체크] 파국을 막기 위한 ‘휴전’에 환호 0,인포스탁,코스닥종목,,,,
2019-10-14,에이치엘비(주) 매매거래정지 예고,에이치엘비(주) 매매거래정지 예고 0,코스닥공시,시장조치,,,,
2019-10-14,에이치엘비 주가 급등으로 공매도 투자자 울상,에이치엘비 주가 급등으로 공매도 투자자 울상 0,서울경제,산업,,,,
2019-10-14,오늘 사면 내일 ‘상한가’ 줄기세포 新대장주!,오늘 사면 내일 ‘상한가’ 줄기세포 新대장주! 0,이데일리,경제/산업,,,,
2019-10-14,제2의 에이프로젠제약은?,제2의 에이프로젠제약은? 0,이데일리,경제/산업,,,,
2019-10-14,세계 최초 신약! “ 300% “ 셀트리온 능가한다! 단돈 3천원대 바이오 종목 !,세계 최초 신약! “ 300% “ 셀트리온 능가한다! 단돈 3천원대 바이오 종목 ! 0,이데일리,경제/산업,,,,
2019-10-14,증시요약(2) - 코스닥 마감시황,증시요약(2) - 코스닥 마감시황 0,인포스탁,코스닥종목,,,,
2019-10-14,2000%↑ 신라젠에 도전! 86조원 면역항암제 시장 줄상한가 간다!,2000%↑ 신라젠에 도전! 86조원 면역항암제 시장 줄상한가 간다! 0,이데일리,경제/산업,,,,
2019-10-14,제 2의 코오롱생명과학은?,제 2의 코오롱생명과학은? 0,이데일리,경제/산업,,,,
2019-10-14,'긴급추천' 내일 이것 관련주 꼭 보세요,'긴급추천' 내일 이것 관련주 꼭 보세요 0,서울경제,증권,,,,
2019-10-14,에이프로젠제약 최저가에 잡아 57% 수익! 후속주 100% 무료 (선착순30명),에이프로젠제약 최저가에 잡아 57% 수익! 후속주 100% 무료 (선착순30명) 0,이데일리,경제/산업,,,,
2019-10-14,【必讀】 내일(15일) 급등기대종목 BEST 5,【必讀】 내일(15일) 급등기대종목 BEST 5 0,뉴스핌,금융,,,,
2019-10-14,【必讀】 미리보는 내일 폭등 기대주 BEST 5,【必讀】 미리보는 내일 폭등 기대주 BEST 5 0,이데일리,경제/산업,,,,
2019-10-14,【완전 유료 주식 카톡방】 돈내고 고급정보 받기,【완전 유료 주식 카톡방】 돈내고 고급정보 받기 0,서울경제,증권,,,,
2019-10-14,에이치엘비,에이치엘비  LSK 바이오파트너 합병 소식에 주가 ‘껑충’,0,인포스탁,코스닥종목,,,
2019-10-14,【捕捉】 내일 급등 예감 1위 종목,【捕捉】 내일 급등 예감 1위 종목 0,이데일리,경제/산업,,,,
2019-10-15,에이치엘비 공매도 세력 헉!…주가상승에 손실 확대,에이치엘비 공매도 세력 헉!…주가상승에 손실 확대 0,이데일리,경제/산업,,,,
2019-10-15,[focus] 오늘(15일) 상승 유망 전기차 관련株는?,[focus] 오늘(15일) 상승 유망 전기차 관련株는? 0,이데일리,경제/산업,,,,
2019-10-15,“영업이익 1300% 증가” 빛나는 실적株,“영업이익 1300% 증가” 빛나는 실적株 0,이데일리,경제/산업,,,,
2019-10-15,이데일리ON,이데일리ON  10월 19일 소액투자자를 위한 무료 증권강연회 개최,0,이데일리,경제/산업,,,
2019-10-15,여의도 속보로 각광받는 텔레그램 채널 7선,여의도 속보로 각광받는 텔레그램 채널 7선 0,한경뉴스,증권,,,,
2019-10-15,(주)에이인,"(주)에이인  자동매매기술 ""특허 성공""",0,한경뉴스,증권,,,
2019-10-15,‘스몰딜’에 이른 미중 무역협상…앞으로의 수익실현 전략은?,‘스몰딜’에 이른 미중 무역협상…앞으로의 수익실현 전략은? 0,머니투데이,증권-일반,,,,
2019-10-15,韓주식,韓주식  외인매수 상승출발,0,아시아경제,증권,,,
2019-10-15,투자자금이 부족하다면?..’저금리의 스탁론이 정답’,투자자금이 부족하다면?..’저금리의 스탁론이 정답’ 0,이데일리,경제/산업,,,,
2019-10-15,코스피 하락 출발후 상승…장중 2,코스피 하락 출발후 상승…장중 2 070선 전후 등락(종합),0,연합뉴스,경제,,,
2019-10-15,“필룩스” 에이치엘비 후속 가능성,“필룩스” 에이치엘비 후속 가능성 0,이데일리,경제/산업,,,,
2019-10-15,코스닥 강보합 출발...외국인 매수세 이틀째 유입,코스닥 강보합 출발...외국인 매수세 이틀째 유입 1,이데일리,경제/산업,,,,
2019-10-15,코스피 하락 출발 뒤 장중 2,코스피 하락 출발 뒤 장중 2 070선 전후 등락(종합2보),0,연합뉴스,경제,,,
2019-10-15,시장규모 1경4400억원 규모의 5G 시장에 주목하라!,시장규모 1경4400억원 규모의 5G 시장에 주목하라! 0,이데일리,경제/산업,,,,
2019-10-15,상승장 매수 기회! 연 2대%로 저가매수+신용/미수 반대매매 상.환 -> 모든비용 無】,상승장 매수 기회! 연 2대%로 저가매수+신용/미수 반대매매 상.환 -> 모든비용 無】 0,이데일리,경제/산업,,,,
2019-10-15,분명 말씀드렸습니다. 수요일 상한가입니다. 2.9조원 바이오 “이 종목 ” 200만원만 매수하세요.,분명 말씀드렸습니다. 수요일 상한가입니다. 2.9조원 바이오 “이 종목 ” 200만원만 매수하세요. 0,이데일리,경제/산업,,,,
2019-10-15,▶ 제 2의 코오롱생명과학은?,▶ 제 2의 코오롱생명과학은? 0,뉴스핌,금융,,,,
2019-10-15,[대박스탁론] 스탁론 매수불가종목? 협의후 대출받자!,[대박스탁론] 스탁론 매수불가종목? 협의후 대출받자! 0,머니투데이,증권-일반,,,,
2019-10-15,▶ 제 2의 에이치엘비는?,▶ 제 2의 에이치엘비는? 0,뉴스핌,금융,,,,
2019-10-15,上 上 上한가 매일 터진다! 일주일만에 1억 벌었습니다.,上 上 上한가 매일 터진다! 일주일만에 1억 벌었습니다. 0,아시아경제,증권,,,,
2019-10-15,제 2의 에이치엘비는?,제 2의 에이치엘비는? 0,아시아경제,증권,,,,
2019-10-15,20조원 희귀 난치병시장,20조원 희귀 난치병시장  제 2의 에이치엘비생명과학은?,0,서울경제,증권,,,
2019-10-15,[더머니스탁론/2.89%] 희비가 엇갈린 테마주… 나만의 종목 선점해볼까?,[더머니스탁론/2.89%] 희비가 엇갈린 테마주… 나만의 종목 선점해볼까? 0,이데일리,경제/산업,,,,
2019-10-15,에이치엘비와 신라젠 이유있는 급등이네요,에이치엘비와 신라젠 이유있는 급등이네요 0,이데일리,경제/산업,,,,
2019-10-15,소프트센 당일 상한가 수익. 2300만원 벌었습니다 감사합니다,소프트센 당일 상한가 수익. 2300만원 벌었습니다 감사합니다 0,이데일리,경제/산업,,,,
2019-10-15,세계 최초 신약! “ 300% “ 에이치엘비 능가한다! 단돈 3천원대 바이오 종목 !,세계 최초 신약! “ 300% “ 에이치엘비 능가한다! 단돈 3천원대 바이오 종목 ! 0,이데일리,경제/산업,,,,
2019-10-15,세계 최초 신약! “ 300% “ 에이치엘비 능가한다! 단돈 3천원대 바이오 종목 !,세계 최초 신약! “ 300% “ 에이치엘비 능가한다! 단돈 3천원대 바이오 종목 ! 0,서울경제,증권,,,,
2019-10-15,[코스닥 마감]외국인·기관 매수에 이틀째 강세,[코스닥 마감]외국인·기관 매수에 이틀째 강세 0,이데일리,경제/산업,,,,
2019-10-15,에이치엘비생명과학,"에이치엘비생명과학  엘리바 합병 동의안 결의…""추가 파이프라인 집중 개발""",0,이데일리,경제/산업,,,
2019-10-15,에이치엘비(주) 추가상장(제28회차 CB전환),에이치엘비(주) 추가상장(제28회차 CB전환) 0,코스닥공시,시장조치,,,,
2019-10-15,[SEN]에이치엘비생명과학,[SEN]에이치엘비생명과학  엘리바와 삼각합병···“신규 파이프라인 도입 박차”,0,서울경제,증권,,,
2019-10-15,▶▶소프트센 당일 상한가 수익. 2300만원 벌었습니다 감사합니다◀◀,▶▶소프트센 당일 상한가 수익. 2300만원 벌었습니다 감사합니다◀◀ 0,서울경제,증권,,,,
2019-10-15,에이치엘비생명과학,에이치엘비생명과학  엘리바·에이치엘비와 삼각합병,0,뉴스핌,Biz,,,
2019-10-15,진양곤 회장,"진양곤 회장  ""에이치엘비생명과학 실질적 가치 크게 키운다...항암제 전문 회사로 성장""",0,인포스탁,코스닥종목,,,
2019-10-15,진양곤 회장,"진양곤 회장  ""에이치엘비생명과학 실질적 가치 크게 키운다...항암제 전문 회사로 성장""",0,인포스탁,코스닥종목,,,
2019-10-15,"에이치엘비생명과학 ""항암제와 세포치료제 개발 집중…제약·유통 전문회사 도약""","에이치엘비생명과학 ""항암제와 세포치료제 개발 집중…제약·유통 전문회사 도약"" 0",머니투데이,주식,,,,
2019-10-15,신라젠은 잊어라! 수백조 암(癌)극복 상용화 大급등 종목 또 찾았습니다!,신라젠은 잊어라! 수백조 암(癌)극복 상용화 大급등 종목 또 찾았습니다! 0,이데일리,경제/산업,,,,
2019-10-16,HLB생명과학,"HLB생명과학  엘리바 합병 동의 ""HLB주식 58.6만주+1200만 달러 확보""",0,머니투데이,중기,,,
2019-10-16,고수들이 장중에 꼭 확인하는 텔레그램 채널 5가지,고수들이 장중에 꼭 확인하는 텔레그램 채널 5가지 0,매경뉴스,증권,,,,
2019-10-16,[SEN]에이치엘비,[SEN]에이치엘비  2017년 셀트리온 ‘숏스퀴즈’ 재현될까?,0,서울경제,증권,,,
2019-10-16,고수들이 장중에 꼭 확인하는 텔레그램 채널 5가지,고수들이 장중에 꼭 확인하는 텔레그램 채널 5가지 0,한경뉴스,증권,,,,
2019-10-16,<코>에이치엘비,<코>에이치엘비  장중 신고가 돌파.. 130,000→131,000(▲1,000),0,서울경제,증권
2019-10-16,[SEN]에이치엘비생명과학,[SEN]에이치엘비생명과학  “에이치엘비와 엘리바 합병은 긍정적”,0,서울경제,증권,,,
2019-10-16,[특징주]에이치엘비생명과학,[특징주]에이치엘비생명과학  엘리바 합병 동의안 결의 소식에 강세,0,이데일리,경제/산업,,,
2019-10-16,코스닥,코스닥  650선 상승 출발…美기업 실적호조 훈풍,1,이데일리,경제/산업,,,
2019-10-16,코스피 상승 출발…외인·기관 매수에 장중 2,코스피 상승 출발…외인·기관 매수에 장중 2 080선 회복(종합),0,연합뉴스,경제,,,
2019-10-16,에이치엘비,에이치엘비  자회사 합병에 속도…에이치엘비생명과학도 동의,0,뉴스핌,Biz,,,
2019-10-16,[특징주] 에이치엘비생명과학,[특징주] 에이치엘비생명과학  엘리바와 합병 결의 소식에 급등,0,매경뉴스,증권,,,
2019-10-16,미중 무역협상 드디어 ‘휴전’···앞으로의 증시 방향은?,미중 무역협상 드디어 ‘휴전’···앞으로의 증시 방향은? 0,서울경제,증권,,,,
2019-10-16,투자자금이 부족하다면?..’저금리의 스탁론이 정답’,투자자금이 부족하다면?..’저금리의 스탁론이 정답’ 0,이데일리,경제/산업,,,,
2019-10-16,에이치엘비,에이치엘비  엘리바와 합병에 속도...자회사 생명과학에도 '청신호',0,인포스탁,코스닥종목,,,
2019-10-16,에이치엘비,에이치엘비  상승출발 후 현재는 7.03%↑... 이평선 안정적 상승추세 이어져,0,뉴스핌,금융,,,
2019-10-16,'에이치엘비' 52주 신고가 경신,'에이치엘비' 52주 신고가 경신  단기·중기 이평선 정배열로 상승세,0,한경뉴스,증권,,,
2019-10-16,에이치엘비/엘비파워/엘비생명과학 이번주 변곡,에이치엘비/엘비파워/엘비생명과학 이번주 변곡 0,서울경제,증권,,,,
2019-10-16,필룩스,필룩스  웅진, 코오롱생명과학…인공지능 기술 ”적중”,0,한경뉴스,증권,,
2019-10-16,인기검색 20종목,인기검색 20종목 0,인포스탁,코스닥종목,,,,
2019-10-16,코스피 상승 출발…외인·기관 매수에 장중 2,코스피 상승 출발…외인·기관 매수에 장중 2 090 '터치'(종합2보),0,연합뉴스,경제,,,
2019-10-16,증권가를 발칵 뒤집은 주식카톡방,증권가를 발칵 뒤집은 주식카톡방  '평생무료'라고?,0,한경뉴스,증권,,,
2019-10-16,신스타임즈 단 이틀만에 50% 수익 축! 자고 일어나면 줄상한가! 후속주 선착순 10명 무료공개! →[확인],신스타임즈 단 이틀만에 50% 수익 축! 자고 일어나면 줄상한가! 후속주 선착순 10명 무료공개! →[확인] 0,서울경제,증권,,,,
2019-10-16,1억원 이상 매수체결 상위 20 종목(코스닥),1억원 이상 매수체결 상위 20 종목(코스닥) 0,인포스탁,코스닥종목,,,,
2019-10-16,[오전] '예견'된 기준금리 인하...코스피 4일 연속 상승,[오전] '예견'된 기준금리 인하...코스피 4일 연속 상승 0,뉴스핌,금융,,,,
2019-10-16,《TOP》매집 포착된 新테마! 1빠로 줄상한가 내달릴 종목은?,《TOP》매집 포착된 新테마! 1빠로 줄상한가 내달릴 종목은? 0,서울경제,증권,,,,
2019-10-16,에이치엘비생명과학,에이치엘비생명과학  에스코넥," 이에스에이...인공지능기술 ""성공""",0,한경뉴스,증권,,
2019-10-16,바이오로 갑니다. 목요일 상한가 종목입니다 . 200만원만 준비하세요.,바이오로 갑니다. 목요일 상한가 종목입니다 . 200만원만 준비하세요. 0,인포스탁,코스닥종목,,,,
2019-10-16,[특징주] 에이치엘비·엘리바 합병소식에,[특징주] 에이치엘비·엘리바 합병소식에  에이치엘비생명과학 강세,0,서울경제,증권,,,
2019-10-16,외국인이 담는 코스닥,외국인이 담는 코스닥  반등세 이어지나,0,아시아경제,증권,,,
2019-10-16,분명 말씀드렸습니다. 목요일 상한가입니다. 2.9조원 바이오 “이 종목 ” 200만원만 매수하세요.,분명 말씀드렸습니다. 목요일 상한가입니다. 2.9조원 바이오 “이 종목 ” 200만원만 매수하세요. 0,이데일리,경제/산업,,,,
2019-10-16,[실시간] 정부 인증 ‘인공지능’ 포착 10월 17일(목) 상승 유망주는?,[실시간] 정부 인증 ‘인공지능’ 포착 10월 17일(목) 상승 유망주는? 0,아시아경제,증권,,,,
2019-10-16,▶ 제2의 신라젠,▶ 제2의 신라젠  셀트리온 100% 무료공개!,0,뉴스핌,금융,,,
2019-10-16,[키워드림] 16일 은행 적금 이자율 Best 10 상품,[키워드림] 16일 은행 적금 이자율 Best 10 상품 0,한경뉴스,증권,,,,
2019-10-16,매수만 하면 매일 (상한가)에 “300%” 수익 날 신스타임즈 후속타!,매수만 하면 매일 (상한가)에 “300%” 수익 날 신스타임즈 후속타! 0,서울경제,증권,,,,
2019-10-16,이번주 100% 터질 삼성이 834조원 투자 받은 핵심 반도체  > 종목확인,이번주 100% 터질 삼성이 834조원 투자 받은 핵심 반도체  > 종목확인 0,아시아경제,증권,,,,
2019-10-16,시간이 없습니다 ! 또 터질 제 2의 “ 필룩스 “ 빨리 받아가세요 !,시간이 없습니다 ! 또 터질 제 2의 “ 필룩스 “ 빨리 받아가세요 ! 0,서울경제,증권,,,,
2019-10-16,1억원 이상 매수체결 상위 20 종목(코스닥),1억원 이상 매수체결 상위 20 종목(코스닥) 0,인포스탁,코스닥종목,,,,
2019-10-16,▶ 임상 3상 항암 신약 안정성 인증,▶ 임상 3상 항암 신약 안정성 인증 0,이데일리,경제/산업,,,,
2019-10-16,▶투자사 급등,▶투자사 급등  독적 판매권 보유 사상최대 매출 기대되는 기업은?,0,이데일리,경제/산업,,,
2019-10-16,신라젠,신라젠  에이치엘비 반등 넘어서나? ※주주분들 참고,0,아시아경제,증권,,,
2019-10-16,[1시 주식시장은] 개인과 外人의 엇갈린 행보,[1시 주식시장은] 개인과 外人의 엇갈린 행보 0,서울경제,증권,,,,
2019-10-16,에이치엘비와 신라젠 이유있는 급등이네요,에이치엘비와 신라젠 이유있는 급등이네요 0,이데일리,경제/산업,,,,
2019-10-16,[한경컨센서스] 16일 리포트 투자의견 상향종목 (1),[한경컨센서스] 16일 리포트 투자의견 상향종목 (1) 0,한경뉴스,증권,,,,
2019-10-16,▶▶미리보는 내일(17일) 급등 기대주 BEST5,▶▶미리보는 내일(17일) 급등 기대주 BEST5 0,이데일리,경제/산업,,,,
2019-10-16,1억원 이상 매수체결 상위 20 종목(코스닥),1억원 이상 매수체결 상위 20 종목(코스닥) 0,인포스탁,코스닥종목,,,,
2019-10-16,[더머니스탁론/연 3.9%] ▶선착순 DSR 미적용 금리,[더머니스탁론/연 3.9%] ▶선착순 DSR 미적용 금리  소득증빙 필요없이 3배 매수 기회!,0,이데일리,경제/산업,,,
2019-10-16,신스타임즈 당일 상한가 수익. 3000만원 벌었습니다 감사합니다,신스타임즈 당일 상한가 수익. 3000만원 벌었습니다 감사합니다 0,이데일리,경제/산업,,,,
2019-10-16,이제 곧 재료터지면 기습 폭등 ! 제2의 신라젠 ! 최소 “ 700% “ 상승 예정 !,이제 곧 재료터지면 기습 폭등 ! 제2의 신라젠 ! 최소 “ 700% “ 상승 예정 ! 0,서울경제,증권,,,,
